,cust_id,income,Tier_income,age,Age_Group,years_with_bank,nbr_children,gender,marital_status,first_name,last_name,state_code,Region
737,1363038,36605,Low Middle,40,40-49,0,1,F ,4,Connie                                                      ,Dole                                                        ,OK  ,South
738,1363263,13269,Lowest,50,50-59,0,1,M ,2,Eric                                                        ,Henry                                                       ,NJ  ,Northeast
739,1362630,15864,Low Middle,66,60-69,6,0,F ,1,Ruby                                                        ,Talbot                                                      ,CA  ,West
740,1362855,2289,Lowest,34,30-39,4,0,F ,2,Marsha                                                      ,Vo                                                          ,TX  ,South
741,1363099,0,,15,10-19,0,0,F ,1,Robin                                                       ,Justice                                                     ,HI  ,West
742,1363324,14795,Lowest,36,30-39,6,1,F ,4,Lillian                                                     ,Kaufman                                                     ,CA  ,West
743,1362895,26387,Low Middle,56,50-59,6,1,M ,2,Marty                                                       ,McSherry                                                    ,NY  ,Northeast
744,1362569,61300,High Middle,50,50-59,0,2,M ,2,Ken                                                         ,Lawrence                                                    ,NM  ,West
745,1363364,15100,Low Middle,37,30-39,7,0,F ,2,Debbie                                                      ,Runner                                                      ,AL  ,South
746,1363303,17875,Low Middle,18,10-19,3,0,F ,1,Molly                                                       ,Potter                                                      ,CA  ,West
