,cust_id,income,Tier_income,age,Age_Group,nbr_children,gender,marital_status,first_name,last_name,state_code,Region,acct_type,account_active,starting_balance,ending_balance,money_spent
1431,1362754,12158,Lowest,35,30-39,3,F ,4,Sue                                                         ,Perkins                                                     ,CA  ,West,SV  ,Y,300.47,240.75,59.72000000000003
1434,1363223,24368,Lowest,33,30-39,3,F ,2,Marylee                                                     ,Murray                                                      ,NJ  ,Northeast,CK  ,Y,4997.67,1839.28,3158.3900000000003
1435,1363223,24368,Lowest,33,30-39,3,F ,2,Marylee                                                     ,Murray                                                      ,NJ  ,Northeast,CC  ,Y,657.55,586.29,71.25999999999999
1438,1362611,24115,Lowest,48,40-49,1,F ,2,Caroline                                                    ,Puente                                                      ,TX  ,South,CK  ,Y,362.81,361.31,1.5
1439,1362611,24115,Lowest,48,40-49,1,F ,2,Caroline                                                    ,Puente                                                      ,TX  ,South,CC  ,Y,2477.19,133.87,2343.32
1449,1363284,36614,Lower Middle,38,30-39,1,M ,4,Robin                                                       ,Endicott                                                    ,FL  ,South,SV  ,Y,1454.16,860.93,593.2300000000001
1453,1362590,2466,Lowest,62,60-69,0,M ,1,Arthur                                                      ,Simpson                                                     ,IN  ,Midwest,CK  ,Y,2782.79,1053.25,1729.54
1457,1363059,24744,Lowest,30,30-39,0,F ,1,Vivian                                                      ,Garner                                                      ,CA  ,West,CK  ,Y,3468.86,24.41,3444.4500000000003
1461,1363385,2314,Lowest,88,80-89,0,F ,2,Kimberly                                                    ,Stull                                                       ,OK  ,South,CC  ,Y,834.47,0.0,834.47
1466,1362508,9802,Lowest,66,60-69,0,F ,3,Pat                                                         ,Hays                                                        ,MO  ,Midwest,CK  ,Y,2646.2,75.11,2571.0899999999997
1471,1363467,29521,Lower Middle,48,40-49,0,F ,1,Linda                                                       ,Schnack                                                     ,NY  ,Northeast,CK  ,Y,4155.98,58.47,4097.509999999999
1473,1363038,36605,Lower Middle,40,40-49,1,F ,4,Connie                                                      ,Dole                                                        ,OK  ,South,CK  ,Y,517.85,459.03,58.82000000000005
1477,1362630,15864,Lowest,66,60-69,0,F ,1,Ruby                                                        ,Talbot                                                      ,CA  ,West,CK  ,Y,2780.05,127.75,2652.3
1479,1362855,2289,Lowest,34,30-39,0,F ,2,Marsha                                                      ,Vo                                                          ,TX  ,South,SV  ,Y,167.71,161.04,6.670000000000016
1482,1363324,14795,Lowest,36,30-39,1,F ,4,Lillian                                                     ,Kaufman                                                     ,CA  ,West,CK  ,Y,4010.41,2325.37,1685.04
1484,1362895,26387,Lower Middle,56,50-59,1,M ,2,Marty                                                       ,McSherry                                                    ,NY  ,Northeast,SV  ,Y,169.96,96.25,73.71000000000001
1485,1362569,61300,Middle,50,50-59,2,M ,2,Ken                                                         ,Lawrence                                                    ,NM  ,West,CK  ,Y,927.07,46.48,880.59
1487,1363364,15100,Lowest,37,30-39,0,F ,2,Debbie                                                      ,Runner                                                      ,AL  ,South,CK  ,Y,1287.08,296.28,990.8
1489,1363303,17875,Lowest,18,10-18,0,F ,1,Molly                                                       ,Potter                                                      ,CA  ,West,CK  ,Y,2789.57,39.22,2750.3500000000004
